StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ID,vote2020,Q22,biden_approve_f_1,trump_approve_f_1,avg_f_1,optimism_f_1,unite_f_1,covid_f_1,attention_f,your_yard_f_1,neighbor_yard_f,Q23,biden_approve_nf_1,trump_approve_nf_1,avg_nf_1,optimism_nf_1,unite_nf_1,covid_nf_1,attention_nf,your_yard_nf_1,neighbor_yard_nf,Source Study
3/19/2021 12:39,3/19/2021 12:41,0,174.250.50.3,100,86,1,3/19/2021 12:41,R_1gIWap0ZwE8qBpv,,,,,37.75100708,-97.8219986,anonymous,EN,5d3b61c161a23e001c080633,1,It represents the nation and our proud heritage and freedom.,7,2,9,7,7,8,2021,6,3,,,,,,,,,,,1
3/19/2021 12:44,3/19/2021 12:45,0,71.163.0.31,100,72,1,3/19/2021 12:45,R_120aqYgrD8MBWi0,,,,,38.8921051,-77.25219727,anonymous,EN,5c2d02b82c45d400014a5501,1,,,,,,,,,,,"fresh fruit, french toast/pancakes, over medium eggs",8,0,8,10,7,10,2021,0,3,1
3/19/2021 10:16,3/19/2021 10:19,0,107.77.232.80,100,231,1,3/19/2021 10:19,R_2xzbY0eK59jm27Q,,,,,33.89230347,-84.25450134,anonymous,EN,5ed8a78f267213000c422f99,2,"Freedom, liberty, values",0,10,0,0,0,0,2021,5,3,,,,,,,,,,,0
3/19/2021 10:26,3/19/2021 10:30,0,166.182.254.150,100,200,1,3/19/2021 10:30,R_1IzbxZCGhib6m7R,,,,,37.75100708,-97.8219986,anonymous,EN,5e137b62d067fe03e6e6fdab,2,,,,,,,,,,,"I am not much of a breakfast person. I like to have my iced coffee in the morning, and occasionally later on I will have a breakfast sandwich or doughnut.",5,6,3,1,6,5,2021,1,3,0
3/19/2021 10:29,3/19/2021 10:32,0,65.188.212.242,100,179,1,3/19/2021 10:32,R_qVJRDy0bhlWgTKN,,,,,35.63830566,-79.85569763,anonymous,EN,5f56c18c1766951352701182,2,"Freedom, those who founded this country, and those who fight to keep it safe.",3,8,2,2,0,2,2021,8,2,,,,,,,,,,,0
3/19/2021 10:33,3/19/2021 10:35,0,67.140.119.211,100,106,1,3/19/2021 10:35,R_1n7lX8knLNwJIWO,,,,,33.43099976,-93.87650299,anonymous,EN,5e64473bac08301d3ddfd6a9,2,,,,,,,,,,,"Bacon, eggs, toast and milk.",3,6,3,2,4,4,2021,7,2,0
3/19/2021 10:52,3/19/2021 10:53,0,74.197.232.152,100,76,1,3/19/2021 10:53,R_3Po6BIM5pztBzTb,,,,,35.98219299,-96.75260162,anonymous,EN,5750a40d6c3d370007d1a373,2,It means freedom.,4,7,5,5,5,8,2021,0,3,,,,,,,,,,,0
3/19/2021 10:58,3/19/2021 10:59,0,107.77.193.100,100,72,1,3/19/2021 10:59,R_2tF3ztS6V1R4UkX,,,,,40.04710388,-82.97090149,anonymous,EN,5d8e46b78133dc00142ef00b,2,The US flag stands for our freedoms as American citizens. ,0,10,0,0,0,5,2021,8,2,,,,,,,,,,,0
3/19/2021 11:03,3/19/2021 11:06,0,47.36.122.155,100,178,1,3/19/2021 11:06,R_2WDp0Vslu04EBb5,,,,,39.54730225,-119.795105,anonymous,EN,6015ac53ea3f236bb3cbf553,2,,,,,,,,,,,Sausage egg and cheese,5,7,0,9,1,0,2021,5,3,0
3/19/2021 11:05,3/19/2021 11:06,0,98.29.40.160,100,59,1,3/19/2021 11:06,R_ptmKV1jigtT1gCR,,,,,39.56269836,-84.22239685,anonymous,EN,600fa796b9d3f71a82758e29,2,,,,,,,,,,,Quick and something that stays wuth me,3,4,6,4,5,5,2021,3,2,0
3/19/2021 11:06,3/19/2021 11:07,0,104.59.149.92,100,88,1,3/19/2021 11:07,R_2QEh277dbdoOkyn,,,,,34.05110168,-118.3323975,anonymous,EN,59baa8d10ac77f0001f05218,2,"Freedom, a place to live without tyranny and be ourselves. A place of hope.",1,7,6,2,0,2,2021,0,3,,,,,,,,,,,0
3/19/2021 11:10,3/19/2021 11:13,0,172.58.189.220,100,134,1,3/19/2021 11:13,R_1lcbR3cXuAtEWYe,,,,,38.95219421,-77.02529907,anonymous,EN,6052ce6648062d6f12be485c,2,United 50 states. Blood sacrifice for freedom,6,6,6,3,6,1,2021,3,2,,,,,,,,,,,0
3/19/2021 11:11,3/19/2021 11:13,0,107.77.202.220,100,89,1,3/19/2021 11:13,R_3lsf4LukLvGcrIZ,,,,,39.28419495,-76.69180298,anonymous,EN,5deaac8dff7f711d9032fa94,2,,,,,,,,,,,"Bacon, eggs, and a biscuit",10,9,10,10,7,9,2021,0,3,0
3/19/2021 11:16,3/19/2021 11:17,0,67.251.110.129,100,88,1,3/19/2021 11:17,R_3r3vipdo0p48x4l,,,,,42.91020203,-78.66249847,anonymous,EN,5e7a9f49facc7808ee3e4541,2,It represents the sacrifices our soldiers have made to give us freedom,4,6,4,4,3,5,2021,9,2,,,,,,,,,,,0
3/19/2021 11:16,3/19/2021 11:21,0,71.220.195.58,100,281,1,3/19/2021 11:21,R_12AprOJmwMFYezr,,,,,30.456604,-84.32230377,anonymous,EN,5de50461a1d49a0845d168fc,2,,,,,,,,,,,"fruit juice, nuts, cheese, healthy cracker",4,6,5,4,5,6,2021,7,2,0
3/19/2021 11:29,3/19/2021 11:31,0,72.175.189.251,100,142,1,3/19/2021 11:31,R_RldJa78mjtdwaqd,,,,,39.0809021,-108.4925003,anonymous,EN,603c54e5f13069821f638c92,2,,,,,,,,,,,"Coffee, over-easy eggs, with a chocolate crepe on the side. Also bacon.",4,6,7,3,7,5,2021,8,2,0
3/19/2021 11:31,3/19/2021 11:32,0,73.10.106.93,100,41,1,3/19/2021 11:32,R_3CT05F4m6iO7Ptw,,,,,40.8125,-74.21340179,anonymous,EN,5ffc8c02544fc20e1a619e2f,2,Something to be proud of,6,8,4,3,4,1,2021,10,2,,,,,,,,,,,0
3/19/2021 11:31,3/19/2021 11:32,0,174.238.3.23,100,64,1,3/19/2021 11:32,R_3RrayoU56Ytpp1h,,,,,33.46560669,-111.9955978,anonymous,EN,5fd511f86ef5c530eb69550c,2,,,,,,,,,,,"Eggs benedict, made from scratch.",4,7,4,3,4,4,2021,7,2,0
3/19/2021 11:30,3/19/2021 11:33,0,71.86.182.13,100,159,1,3/19/2021 11:33,R_2Qin9oNzp0IX31V,,,,,45.76589966,-87.08899689,anonymous,EN,6007b5de4508d81c9a2a0433,2,"Land of the free, home of the brave. Liberty and justice for all",2,8,9,1,7,1,2021,2,3,,,,,,,,,,,0
3/19/2021 11:29,3/19/2021 11:33,0,76.22.120.239,100,242,1,3/19/2021 11:33,R_1i3ZwJfxMpxjDvk,,,,,47.31210327,-122.3661041,anonymous,EN,601490dc665c424f278e6c3c,2,,,,,,,,,,,"Bacon,eggs over easy, crispy hashbrowns and tea",4,5,2,3,3,3,2021,0,3,0
3/19/2021 11:32,3/19/2021 11:33,0,73.231.46.88,100,65,1,3/19/2021 11:33,R_2b1tMuF9YLYt9qy,,,,,37.98950195,-121.8022995,anonymous,EN,5f60700464a41700087c665d,2,a representation of my country,8,6,10,8,10,10,2021,10,3,,,,,,,,,,,0
3/19/2021 11:33,3/19/2021 11:37,0,152.26.182.32,100,201,1,3/19/2021 11:37,R_2PtBUxLtHQdF5jk,,,,,36.3401947,-79.66220093,anonymous,EN,57d6b1718e00270001b430cc,2,,,,,,,,,,,Bacon Egg and Cheese ,3,8,3,0,0,2,2021,7,2,0
3/19/2021 11:37,3/19/2021 11:38,0,24.129.40.84,100,65,1,3/19/2021 11:38,R_WjSiHEDhmdS34UF,,,,,29.96279907,-82.12519836,anonymous,EN,5d37de63b78497001ad6b44b,2,"Homeland, freedoom, liberties",0,10,0,0,0,0,2021,5,2,,,,,,,,,,,0
3/19/2021 11:38,3/19/2021 11:40,0,76.219.147.140,100,128,1,3/19/2021 11:40,R_z89tskVGfG1Sd9L,,,,,30.14239502,-95.47170258,anonymous,EN,603a6f1cfbf463653193fe6f,2,It is the symbol of this country. I believe it represents democracy and freedom.,4,8,4,4,6,5,2021,8,2,,,,,,,,,,,0
3/19/2021 11:37,3/19/2021 11:40,0,68.98.11.211,100,182,1,3/19/2021 11:40,R_3Rf5rfXYwUQFHPZ,,,,,33.6013031,-111.8867035,anonymous,EN,5c7d88ba719aaf00019fff48,2,,,,,,,,,,,Eggs and bacon,4,7,6,4,4,5,2021,4,3,0
3/19/2021 11:39,3/19/2021 11:42,0,70.94.202.224,100,143,1,3/19/2021 11:42,R_3lrvX2a834OCout,,,,,38.95880127,-94.64399719,anonymous,EN,5dd2f17497405430c82c3ab6,2,,,,,,,,,,,"Sausage, eggs, biscuits and gravy.",6,8,2,1,1,8,2021,9,2,0
3/19/2021 11:42,3/19/2021 11:44,0,107.77.228.169,100,114,1,3/19/2021 11:44,R_2P0fokS8bv6OruS,,,,,33.9322052,-118.2487946,anonymous,EN,5a9493ce873cda0001dc6dfb,2,It represents freedom. ,7,6,8,6,7,8,2021,3,3,,,,,,,,,,,0
3/19/2021 11:44,3/19/2021 11:46,0,50.44.97.90,100,88,1,3/19/2021 11:46,R_9HO5C0by692eYLf,,,,,40.03399658,-88.96219635,anonymous,EN,5ef865fa1fb3f55b2f7f3f74,2,,,,,,,,,,,"My ideal breakfast would consist of toast with butter, sausage, scrambled eggs, and strawberries. ",4,6,5,4,4,4,2021,0,3,0
3/19/2021 11:49,3/19/2021 11:50,0,73.85.220.168,100,74,1,3/19/2021 11:50,R_2Bx6efLhWA4txzj,,,,,26.11659241,-80.31919861,anonymous,EN,5dd40277e08a363e4e006384,2,It means freedom and unity,0,9,2,0,0,1,2021,7,3,,,,,,,,,,,0
3/19/2021 11:48,3/19/2021 11:51,0,73.246.214.233,100,184,1,3/19/2021 11:51,R_33qZ1sGfbX5Et7t,,,,,42.25559998,-89.08480072,anonymous,EN,5eaf2b7e05ff7862e21e9d3b,2,,,,,,,,,,,"Shredded hash brown potatoes, with peppers and onions, ham and bacon and cheese with two eggs over hard.",4,7,5,5,5,5,2021,4,3,0
3/19/2021 11:50,3/19/2021 11:52,0,107.77.197.102,100,112,1,3/19/2021 11:52,R_3feM4pvdQtwIFXE,,,,,33.1177063,-96.67910004,anonymous,EN,602451f15e338c12534710d0,2,The US flag represents the history of our country and the freedom we have.,6,7,8,6,6,4,2021,2,3,,,,,,,,,,,0
3/19/2021 11:52,3/19/2021 11:54,0,75.186.64.170,100,80,1,3/19/2021 11:54,R_ThzO6xG1XG9CsDL,,,,,40.28610229,-84.17289734,anonymous,EN,5d3268a52b53a200195ebc30,2,,,,,,,,,,,Avocado toast,4,9,0,0,0,6,2021,0,3,0
3/19/2021 11:52,3/19/2021 11:54,0,50.89.142.23,100,132,1,3/19/2021 11:54,R_1KjnSysF657D6QR,,,,,28.37739563,-81.188797,anonymous,EN,5e842a0eb85d4718ea8a6256,2,A symbol of the United States,0,8,6,1,9,7,2021,5,2,,,,,,,,,,,0
3/19/2021 11:52,3/19/2021 11:55,0,38.39.213.253,100,127,1,3/19/2021 11:55,R_2qruzhNniTbKovP,,,,,37.49060059,-90.3361969,anonymous,EN,5c2f7f10e4dd550001e49c10,2,The flag means America and freedom.,0,10,0,0,0,1,2021,9,2,,,,,,,,,,,0
3/19/2021 11:54,3/19/2021 11:55,0,107.77.213.96,100,87,1,3/19/2021 11:55,R_1pQipSRmK8b9hpi,,,,,37.67359924,-122.0943985,anonymous,EN,5ff08b1c8fd71d455c09de46,2,,,,,,,,,,,Scrambled eggs with avocado and potatoes. ,7,9,7,6,6,6,2021,9,3,0
3/19/2021 11:55,3/19/2021 11:56,0,107.5.153.140,100,55,1,3/19/2021 11:56,R_3GiAeqe8Wg4UoL6,,,,,43.01010132,-85.75930023,anonymous,EN,54847013fdf99b0379939c8a,2,"Freedom, independence, sacrifice",3,6,1,2,4,4,2021,9,2,,,,,,,,,,,0
3/19/2021 11:55,3/19/2021 11:57,0,174.195.199.41,100,116,1,3/19/2021 11:57,R_5mpK8h1bK9mR7A5,,,,,34.10549927,-117.585495,anonymous,EN,5fd4125ed9973916d62d9958,2,,,,,,,,,,,english muffin with peanut butter ,4,7,6,2,6,8,2021,10,2,0
3/19/2021 11:57,3/19/2021 11:58,0,47.148.130.175,100,62,1,3/19/2021 11:58,R_1QoWYhpa5cmsrt5,,,,,34.07650757,-117.6279984,anonymous,EN,5e890ab34fc4235a7fbb8258,2,its a symbol of what our country has gone through in terms of land changes,0,10,1,0,0,0,2021,8,2,,,,,,,,,,,0
3/19/2021 11:58,3/19/2021 12:00,0,75.163.209.85,100,74,1,3/19/2021 12:00,R_R2kX9e2pk5qf0Pf,,,,,38.94880676,-104.7677002,anonymous,EN,5ee96cbf2825f91f0f5f49d9,2,The US flag represents my culture and my heritage and the greatest nation in the history of the earth.,0,8,0,0,0,1,2021,8,2,,,,,,,,,,,0
3/19/2021 11:58,3/19/2021 12:00,0,68.108.167.209,100,108,1,3/19/2021 12:00,R_12R8GVyDaaOPQhT,,,,,36.03829956,-115.1445999,anonymous,EN,5f41a03638c7fc364a4e3204,2,,,,,,,,,,,Toast,2,7,5,1,0,5,2021,9,2,0
3/19/2021 11:59,3/19/2021 12:01,0,24.125.247.128,100,134,1,3/19/2021 12:01,R_2dAWHyPmGbjjQHw,,,,,33.99780273,-83.71240234,anonymous,EN,5f7d0e683200ed1e6e8bd54d,2,,,,,,,,,,,"Bacon, butter biscuit, coffee, fruit",5,7,4,4,5,6,2021,3,3,0
3/19/2021 11:59,3/19/2021 12:02,0,75.185.206.213,100,167,1,3/19/2021 12:02,R_31BCaTSU0zPK8vo,,,,,41.50430298,-81.6785965,anonymous,EN,5eb24b26f30ede1a6ae46c14,2,"It symbolizes a nation founded be free men and women who sought to build their own prosperous lives, and they earned and fought hard for every accomplishment they achieved.",2,4,1,0,3,3,2021,8,2,,,,,,,,,,,0
3/19/2021 12:00,3/19/2021 12:02,0,73.226.110.162,100,109,1,3/19/2021 12:02,R_3Pz9VZLK4w7sXzR,,,,,40.61050415,-74.28130341,anonymous,EN,5c05ff644c14cf00019db0a9,2,nothing,2,8,7,3,8,7,2021,8,3,,,,,,,,,,,0
3/19/2021 11:59,3/19/2021 12:02,0,97.103.161.84,100,171,1,3/19/2021 12:02,R_u8lUVwGE3dneepb,,,,,28.33270264,-80.61470032,anonymous,EN,5825dc1f7fcbaa000134776e,2,,,,,,,,,,,"scrambled eggs, toast and bacon",0,10,1,0,0,1,2021,7,2,0
3/19/2021 12:00,3/19/2021 12:02,0,73.54.111.68,100,108,1,3/19/2021 12:02,R_1o5RlDpHvUjHHMx,,,,,26.65429688,-82.14399719,anonymous,EN,5c5e686420cbdb0001668ad7,2,,,,,,,,,,,Coffee and cookies,1,10,8,0,0,5,2021,5,3,0
3/19/2021 12:01,3/19/2021 12:03,0,170.52.161.36,100,110,1,3/19/2021 12:03,R_1DI2kkugVclMchr,,,,,33.19619751,-80.02449799,anonymous,EN,605147503e8d205847ceb9d0@email.prolific.co,2,freedom,0,10,0,0,0,0,2021,10,3,,,,,,,,,,,0
3/19/2021 12:03,3/19/2021 12:05,0,168.11.112.2,100,111,1,3/19/2021 12:05,R_2w47Rx51oLpEyTe,,,,,32.44129944,-81.77110291,anonymous,EN,60439feb7b405d3858514ad6,2,,,,,,,,,,,"French toast, fruit, coffee",2,7,2,1,1,4,2021,7,3,0
3/19/2021 12:04,3/19/2021 12:05,0,100.11.243.61,100,68,1,3/19/2021 12:05,R_yrsBS1bYEC0qCyJ,,,,,40.17149353,-74.81809998,anonymous,EN,5d90c4fadf90b6001549561e,2,,,,,,,,,,,Nice cup of coffee and something hot like oatmeal and a side of bacon.,1,4,0,0,1,4,2021,5,3,0
3/19/2021 12:05,3/19/2021 12:07,0,24.118.220.138,100,99,1,3/19/2021 12:07,R_1ikZCT4ofRVNQ1m,,,,,45.11839294,-93.34609985,anonymous,EN,5ff37a5efef4d1949c2472be,2,It's a beautiful sign of our country.,1,9,1,0,1,1,2021,5,2,,,,,,,,,,,0
3/19/2021 12:04,3/19/2021 12:08,0,136.32.187.172,100,212,1,3/19/2021 12:08,R_3Ecc9Y5IjVIXXkx,,,,,38.95069885,-94.68240356,anonymous,EN,5fa196fbbc611b2cdf74ee7e,2,It isa symbol of our country and a sign of respect.,4,7,4,3,3,5,2021,5,3,,,,,,,,,,,0
3/19/2021 12:09,3/19/2021 12:10,0,96.66.173.206,100,75,1,3/19/2021 12:10,R_21sv84mFkH0pwGL,,,,,40.31770325,-79.72229767,anonymous,EN,5d5425e26375ef001b10b4e8,2,,,,,,,,,,,an omelette with bacon and cheese,0,9,0,0,0,0,2021,0,3,0
3/19/2021 12:09,3/19/2021 12:10,0,98.30.149.142,100,81,1,3/19/2021 12:10,R_2f3r9X7oSywKj7P,,,,,39.08050537,-84.4559021,anonymous,EN,5ee4cdd7ebbfd21dd696d429,2,Flag means freedom and unity,4,7,0,2,2,3,2021,9,2,,,,,,,,,,,0
3/19/2021 12:08,3/19/2021 12:11,0,68.56.158.52,100,157,1,3/19/2021 12:11,R_3pfCKsZSug13gD9,,,,,42.6678009,-83.29170227,anonymous,EN,5bd4c1d09afb5b00015c5bdd,2,,,,,,,,,,,"A farmer's omelet with orange juice, wheat toast and plenty of coffee",1,6,3,2,1,2,2021,9,2,0
3/19/2021 12:10,3/19/2021 12:11,0,173.80.158.180,100,77,1,3/19/2021 12:11,R_bQKDQtNOcocrAkx,,,,,38.45289612,-82.2181015,anonymous,EN,5d14de64730726001a7f58c7,2,,,,,,,,,,,"Eggs, sunny side up, with a side of bacon and 2 pieces of toast.",7,8,4,6,7,7,2021,4,2,0
3/19/2021 12:10,3/19/2021 12:11,0,108.53.187.191,100,58,1,3/19/2021 12:11,R_2D1Pm51TjUT39nD,,,,,40.84919739,-73.97350311,anonymous,EN,5e2b1d01892dbb038c3f474b,2,no,2,9,2,1,1,1,2021,6,2,,,,,,,,,,,0
3/19/2021 12:09,3/19/2021 12:12,0,47.144.33.232,100,141,1,3/19/2021 12:12,R_3QQ0tKW0ItN5l2z,,,,,34.21929932,-118.9841995,anonymous,EN,5ffa73c9a1f5f244f61898fe,2,It is a symbol of the United States and freedom,2,8,2,1,1,5,2021,10,2,,,,,,,,,,,0
3/19/2021 12:11,3/19/2021 12:13,0,68.11.104.168,100,99,1,3/19/2021 12:13,R_sNL01Mh4vOXqsYp,,,,,29.960495,-90.36289978,anonymous,EN,5f98e2cd2da42120a74ff562,2,,,,,,,,,,,"Eggs, pancakes, bacon, grits",3,6,7,3,1,4,2021,7,2,0
3/19/2021 12:11,3/19/2021 12:13,0,107.3.221.6,100,86,1,3/19/2021 12:13,R_2vZjsiynHZCcpER,,,,,37.06340027,-88.66320038,anonymous,EN,5f8486766d8e7b0f17df0206,2,fire danger,0,1,0,0,0,0,2021,10,2,,,,,,,,,,,0
3/19/2021 12:11,3/19/2021 12:13,0,50.83.131.79,100,103,1,3/19/2021 12:13,R_3KuLtoiiSaZz3Xm,,,,,41.49459839,-90.56749725,anonymous,EN,5e4dd61e228f8723566e06d4,2,,,,,,,,,,,"A cup of yogurt, an omelet and an apple ",5,7,3,3,5,4,2021,8,2,0
3/19/2021 12:10,3/19/2021 12:13,0,68.119.63.32,100,176,1,3/19/2021 12:13,R_2ElOGG9MzMLCj3F,,,,,33.37080383,-84.81539917,anonymous,EN,5c51bcaeb7449200013a8517,2,,,,,,,,,,,"filling, tasty, hot, exciting",0,6,0,0,5,3,2021,5,3,0
3/19/2021 12:14,3/19/2021 12:16,0,47.150.180.163,100,97,1,3/19/2021 12:16,R_2WHG51lBgKBs1o6,,,,,34.48019409,-117.4093018,anonymous,EN,58a623e90da7f10001de8553,2,It means true and total freedom for all US citizens,0,10,0,0,0,0,2021,9,2,,,,,,,,,,,0
3/19/2021 12:15,3/19/2021 12:16,0,172.14.70.13,100,65,1,3/19/2021 12:16,R_1BPHFQIADD2CbBw,,,,,36.26460266,-86.70200348,anonymous,EN,5c675fad8f100a000107e249,2,,,,,,,,,,,Bacon and Biscuits,0,6,0,0,0,0,2021,2,2,0
3/19/2021 12:15,3/19/2021 12:17,0,108.75.166.155,100,100,1,3/19/2021 12:17,R_22M5frznC9tPlqg,,,,,30.44999695,-81.66239929,anonymous,EN,5eab05e0fcfee50a62b9c801,2,freedom,4,6,5,6,5,6,2021,5,3,,,,,,,,,,,0
3/19/2021 12:15,3/19/2021 12:17,0,76.122.147.192,100,108,1,3/19/2021 12:17,R_3QLawYQJ9ArlrxT,,,,,42.64100647,-83.47419739,anonymous,EN,5e41a040ea48190420f09d26,2,United States,4,8,0,0,5,4,2021,5,3,,,,,,,,,,,0
3/19/2021 12:16,3/19/2021 12:18,0,174.27.173.143,100,77,1,3/19/2021 12:18,R_3LYo6TMWBAITt7s,,,,,43.63389587,-116.2942047,anonymous,EN,58642f4de16d530001b34622,2,freedom and strength,0,8,0,0,0,5,2021,7,2,,,,,,,,,,,0
3/19/2021 12:17,3/19/2021 12:18,0,73.25.139.100,100,60,1,3/19/2021 12:18,R_4Vnn91wdOQyXmdH,,,,,45.52209473,-122.8585052,anonymous,EN,5f21d6bc44cf1215fed5e534,2,,,,,,,,,,,"Green tea and yogurt, something light",2,3,3,0,1,4,2021,6,2,0
3/19/2021 12:16,3/19/2021 12:18,0,73.23.4.12,100,132,1,3/19/2021 12:18,R_1Icju8i7vXuQtMw,,,,,26.26620483,-81.71640015,anonymous,EN,5f5d89dda340225e0c060414,2,,,,,,,,,,,"Granola with sliced almonds, raisins, fresh raspberries and vanilla soy almond milk.",2,10,5,1,0,5,2021,8,3,0
3/19/2021 12:17,3/19/2021 12:19,0,76.100.148.96,100,117,1,3/19/2021 12:19,R_7VyM38nXiJuCeK5,,,,,38.80780029,-77.0522995,anonymous,EN,5f95290d3f11f238ab3159df,2,The United States flag is a symbol of freedom to me. It represents unification of our states and the people in it. I love it as it is such a beautiful testament to the freedoms we have as Americans. ,8,4,10,7,10,9,2021,10,2,,,,,,,,,,,0
3/19/2021 12:17,3/19/2021 12:19,0,96.38.149.89,100,123,1,3/19/2021 12:19,R_3lyop6KTRpPZjH8,,,,,39.54730225,-119.795105,anonymous,EN,6046d96053ec53157a3c7c44,2,,,,,,,,,,,"Just a basic breakfast with eggs, toast, and sausage or bacon is good enough for me.",2,5,3,2,1,4,2021,7,2,0
3/19/2021 12:16,3/19/2021 12:19,0,69.207.53.4,100,191,1,3/19/2021 12:19,R_bvZKrDgPIziosiB,,,,,43.01829529,-78.95909882,anonymous,EN,5f7d92c55d991f26a162dc81,2,,,,,,,,,,,"A cup of hot chocolate drink, a wheat bread and omelette ",5,8,5,6,5,6,2021,2,3,0
3/19/2021 12:18,3/19/2021 12:20,0,73.17.32.39,100,92,1,3/19/2021 12:20,R_2VOYjAPsT7SlWXv,,,,,42.75059509,-71.08630371,anonymous,EN,5c0727ff1d461400012b61ee,2,"I think it is still a symbol of hate and conspiracy theorists, hopefully that will change soon. ",7,3,8,7,9,7,2021,9,2,,,,,,,,,,,0
3/19/2021 12:18,3/19/2021 12:20,0,47.38.34.4,100,98,1,3/19/2021 12:20,R_1QMZjJlVCtD0Mv8,,,,,30.54359436,-89.68959808,anonymous,EN,5d46c3ac090549001867b746,2,This US flag signifies our unity as a country. At least that's what I think it should mean.,2,6,2,0,1,3,2021,8,2,,,,,,,,,,,0
3/19/2021 12:19,3/19/2021 12:21,0,207.237.200.129,100,87,1,3/19/2021 12:21,R_2V2ulrUqmgF7FdS,,,,,42.00959778,-87.69280243,anonymous,EN,600a45fae6cbd81b6add20b7,2,,,,,,,,,,,"I prefer to eat a high protein, low carb breakfast.",4,8,3,3,7,5,2021,6,2,0
3/19/2021 12:20,3/19/2021 12:21,0,75.83.117.98,100,84,1,3/19/2021 12:21,R_3fB4WsR8bkJBIy4,,,,,34.15339661,-117.3993988,anonymous,EN,5d24e7aec81128001721628f,2,America,3,6,1,2,2,5,2021,0,3,,,,,,,,,,,0
3/19/2021 12:20,3/19/2021 12:22,0,74.190.110.50,100,143,1,3/19/2021 12:22,R_1pYFlYKrXJ7AN0k,,,,,34.38400269,-83.6576004,anonymous,EN,5d0e88a255f0c70015345bdd,2,,,,,,,,,,,"Cheesy scrambled eggs, crisp bacon, and toast",0,9,0,0,0,5,2021,5,2,0
3/19/2021 12:20,3/19/2021 12:22,0,75.35.108.127,100,107,1,3/19/2021 12:22,R_2cciDfr0fbpY7zy,,,,,30.10119629,-92.01119995,anonymous,EN,60175f132ab6d09b8e75450f,2,,,,,,,,,,,"Fruit, yogurt, and nuts.",0,9,1,0,1,1,2021,1,3,0
3/19/2021 12:22,3/19/2021 12:23,0,63.247.44.64,100,74,1,3/19/2021 12:23,R_11clt1aZ2El3wAl,,,,,44.28199768,-89.88140106,anonymous,EN,5f69602cf5d6dd1506d536b4,2,It is the symbol of Freedom and the best country in the world.,0,9,0,0,0,0,2021,10,2,,,,,,,,,,,0
3/19/2021 12:22,3/19/2021 12:24,0,107.184.143.123,100,111,1,3/19/2021 12:24,R_XBtaHWys6RK00I9,,,,,34.26660156,-118.7642975,anonymous,EN,60498c4deca5071f7394f722,2,it is a representation of the country,4,6,3,0,0,1,2021,5,3,,,,,,,,,,,0
3/19/2021 12:22,3/19/2021 12:24,0,162.211.38.35,100,109,1,3/19/2021 12:24,R_1rDlpJtDZ5ZijI8,,,,,38.67170715,-87.51280212,anonymous,EN,5daa18ed95be5f00133609e8,2,It represents the binding of the American people.,0,10,0,0,0,0,2021,0,3,,,,,,,,,,,0
3/19/2021 12:22,3/19/2021 12:24,0,172.58.3.87,100,122,1,3/19/2021 12:24,R_1FF0jhrb8UYA6h6,,,,,33.71530151,-84.33119965,anonymous,EN,5ec73736d810c618012bcae0,2,It is a symbol of freedom and sacrifice,3,7,2,2,2,4,2021,8,2,,,,,,,,,,,0
3/19/2021 12:23,3/19/2021 12:25,0,69.246.97.211,100,134,1,3/19/2021 12:25,R_3piiqH90G37eBkP,,,,,32.23609924,-90.26010132,anonymous,EN,5fe49a4ad8918ba1615e298d,2,,,,,,,,,,,"I like eggs, bacon, grits, coffee/cream, and a homemade cinnamon roll.",7,8,7,6,6,8,2021,5,2,0
3/19/2021 12:24,3/19/2021 12:26,0,38.141.62.33,100,101,1,3/19/2021 12:26,R_xGIjPFdEW69Vdbb,,,,,41.84829712,-87.65170288,anonymous,EN,5f7c9785b5861b0e5f9d663d,2,,,,,,,,,,,,9,8,8,5,6,7,,8,2,0
3/19/2021 12:25,3/19/2021 12:26,0,172.58.203.114,100,59,1,3/19/2021 12:26,R_2t4q8IqHC2luMHP,,,,,39.99429321,-75.11810303,anonymous,EN,5ed9bd075540a656621f4401,2,America,1,7,2,1,2,1,2021,2,3,,,,,,,,,,,0
3/19/2021 12:25,3/19/2021 12:27,0,71.50.40.107,100,125,1,3/19/2021 12:27,R_3gXaZWMaXQuP8Yb,,,,,39.93009949,-77.66010284,anonymous,EN,5f3d1db8a6057b0217f30a13,2,,,,,,,,,,,delicious and hearty,1,7,1,1,3,5,2021,2,3,0
3/19/2021 12:25,3/19/2021 12:27,0,192.249.3.255,100,85,1,3/19/2021 12:27,R_2pQMYMpXyDxrsuv,,,,,35.9539032,-83.93569946,anonymous,EN,5fdaa22bbeeb7775ae82cc49,2,,,,,,,,,,,"Eggs over easy on toast that is grilled, with bacon and milk",4,6,2,3,6,5,2021,5,2,0
